合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,402.80,404.00,402.00,403.50,4.30,1.08%,403.08,356.00,"143,496,540.00",-,,
Au99.99,397.72,404.50,397.72,403.80,4.59,1.15%,403.49,"13,523.18","5,439,991,083.80",-,,
Au100g,399.86,404.68,399.86,403.95,4.70,1.18%,402.65,37.80,"15,220,332.00",-,,
Au(T+D),399.41,403.88,398.63,403.60,5.53,1.39%,401.96,"46,248.00","18,589,932,580.00","255,322",空支付给多,"11,464"
Au(T+N1),404.30,411.35,404.30,409.90,6.25,1.55%,409.05,7.80,"3,190,450.00","31,876",,
Au(T+N2),402.60,405.95,402.60,405.35,5.60,1.40%,404.60,68.60,"27,756,920.00","158,238",,
mAu(T+D),399.89,404.10,398.90,403.69,5.10,1.28%,402.35,"7,586.80","3,052,564,368.00","1,007,194",多支付给空,"64,598"
Pt99.95,202.00,202.00,201.50,201.66,5.14,2.62%,201.66,114.00,"23,539,000.00",-,,
Ag(T+D),"4,912","5,041","4,878","4,995",129,2.65%,"4,968","17,521,386.00","87,047,955,078.00","11,428,060",多支付给空,"20,310"
NYAuTN06,414.50,418.15,413.70,418.00,4.85,1.17%,416.65,40.60,"16,916,480.00","27,800",,
NYAuTN12,409.80,414.90,409.80,414.70,4.95,1.21%,413.00,96.60,"39,894,710.00","92,290",,
PGC30g,407.46,409.01,407.46,408.63,4.82,1.19%,408.30,1.26,"514,460.40",-,,
