合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,376.00,376.00,375.80,375.83,1.43,0.38%,375.87,48.00,"18,042,000.00",-,,
Au99.99,374.95,376.30,275.05,375.70,0.83,0.22%,375.49,"9,650.78","3,622,607,722.00",-,,
Au100g,375.00,376.76,375.00,376.00,0.97,0.26%,376.40,8.80,"3,312,354.00",-,,
iAu99.99,374.00,375.90,374.00,375.60,1.07,0.29%,375.67,486.82,"182,885,450.00",-,,
Au(T+D),374.66,376.16,374.20,375.61,1.15,0.31%,375.74,"13,346.00","5,014,687,120.00","135,226",空支付给多,"3,564"
Au(T+N1),376.20,377.00,375.00,376.35,0.25,0.07%,376.35,36.20,"13,623,920.00","61,034",,
Au(T+N2),377.70,380.00,377.70,379.50,1.40,0.37%,379.80,278.40,"105,732,760.00","65,806",,
mAu(T+D),374.79,376.20,374.23,375.79,1.09,0.29%,375.75,"5,956.60","2,238,209,914.00","729,848",空支付给多,"42,078"
Pt99.95,220.78,220.78,220.49,220.59,0.31,0.14%,220.59,276.00,"56,044,380.00",-,,
Ag(T+D),"4,789","4,806","4,757","4,799",23,0.48%,"4,783","1,329,522.00","6,360,396,112.00","6,510,084",多支付给空,"93,240"
NYAuTN06,376.95,378.00,375.75,377.55,1.45,0.39%,377.45,27.60,"10,417,250.00","27,692",,
NYAuTN12,381.00,382.20,379.50,381.25,0.70,0.18%,381.65,807.40,"308,138,680.00","29,518",,
PGC30g,381.02,381.02,381.02,381.02,0.92,0.24%,381.02,0.06,"22,861.20",-,,
