合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,389.00,389.80,387.70,388.83,1.78,0.46%,389.08,50.00,"19,454,320.00",-,,
Au99.99,389.69,390.95,387.50,387.84,-0.02,-0.01%,389.17,"7,017.44","2,718,441,034.20",-,,
Au100g,388.52,391.97,388.50,388.74,0.09,0.02%,389.99,45.00,"17,549,998.00",-,,
iAu99.99,391.50,391.50,387.66,391.49,0.69,0.18%,391.49,"5,452.52","2,134,660,973.20",-,,
Au(T+D),388.99,391.04,387.55,387.71,-0.39,-0.10%,389.20,"90,188.00","35,101,842,880.00","231,890",多支付给空,"12,592"
Au(T+N1),389.40,390.15,387.35,387.85,-0.55,-0.14%,389.15,11.00,"4,280,450.00","111,164",多支付给空,
Au(T+N2),391.80,393.10,390.00,390.20,0.85,0.22%,391.90,20.20,"7,916,670.00","134,908",,
mAu(T+D),388.89,391.07,387.60,387.90,-0.29,-0.07%,389.41,"13,165.60","5,126,897,090.00","841,798",多支付给空,"29,732"
Pt99.95,199.40,201.60,199.00,200.84,0.66,0.33%,200.61,244.00,"48,949,800.00",-,,
Ag99.99,"4,308","4,308","4,308","4,308",-137,-3.08%,"4,308",150.00,"646,200.00",10,,
Ag(T+D),"4,283","4,321","4,257","4,274",-3,-0.07%,"4,286","15,128,332.00","64,847,618,240.00","12,988,430",多支付给空,"146,250"
NYAuTN06,391.00,393.15,388.50,388.75,-1.10,-0.28%,391.60,217.80,"85,292,160.00","33,668",,
NYAuTN12,395.40,397.00,393.75,394.05,-0.55,-0.14%,395.20,405.60,"160,288,950.00","84,036",,
PGC30g,394.90,394.90,392.80,393.26,-0.70,-0.18%,393.26,0.90,"353,942.40",-,,
