合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,366.85,367.80,366.80,367.24,0.84,0.23%,367.04,258.00,"94,697,000.00",-,,
Au99.99,367.74,367.97,366.03,367.87,1.51,0.41%,367.32,"20,517.30","7,739,029,534.40",-,,
Au100g,367.45,368.67,366.82,368.29,1.32,0.36%,367.91,14.80,"5,445,162.00",-,,
iAu99.99,365.05,366.75,365.05,366.50,1.01,0.28%,366.14,"1,221.00","447,060,202.00",-,,
Au(T+D),366.21,367.85,365.80,367.73,0.08,0.02%,367.04,"12,826.00","4,707,774,320.00","145,194",空支付给多,"10,690"
mAu(T+D),366.00,367.85,365.82,367.52,-0.08,-0.02%,367.09,"5,540.60","2,033,952,718.00","505,466",多支付给空,"58,304"
Pt99.95,222.00,226.63,222.00,226.41,-0.10,-0.04%,225.16,400.00,"86,746,420.00",-,,
Ag(T+D),"4,897","4,965","4,853","4,962",56,1.14%,"4,913","2,659,254.00","13,065,944,002.00","6,400,796",多支付给空,"65,310"
NYAuTN06,372.60,372.85,371.85,372.55,-0.30,-0.08%,372.15,15.80,"5,879,810.00","19,068",,
NYAuTN12,367.50,368.85,366.05,368.75,-0.05,-0.01%,367.90,39.20,"14,422,300.00","30,488",,
PGC30g,372.63,373.27,372.63,372.84,-0.84,-0.22%,372.84,0.18,"67,111.80",-,,
