合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,370.30,372.60,370.30,372.27,0.77,0.21%,372.11,212.00,"78,889,000.00",-,,
Au99.99,371.50,372.89,370.10,372.69,0.87,0.23%,372.53,"23,697.64","8,852,696,612.80",-,,
Au100g,370.34,373.58,367.05,373.52,0.92,0.25%,372.26,19.60,"7,296,470.00",-,,
iAu99.99,370.54,370.54,370.54,370.54,2.42,0.66%,370.54,0.02,"7,410.80",-,,
iAu100g,255.50,255.50,255.50,255.50,-109.50,-30.00%,255.50,0.20,"51,100.00",-,,
Au(T+D),371.45,372.60,370.12,371.69,0.94,0.25%,371.86,"16,328.00","6,071,814,440.00","147,350",多支付给空,"10,198"
Au(T+N1),372.60,376.00,372.60,375.15,2.85,0.77%,373.90,6.40,"2,393,100.00",622,,
Au(T+N2),376.90,377.90,375.10,376.50,0.80,0.21%,376.50,4.80,"1,807,310.00","3,146",,
mAu(T+D),371.50,372.78,370.20,372.40,1.43,0.39%,372.23,"4,131.40","1,537,868,770.00","716,950",空支付给多,"25,932"
Pt99.95,207.00,210.30,207.00,210.20,2.23,1.07%,209.62,94.00,"19,704,600.00",-,,
Ag(T+D),"4,801","4,815","4,757","4,794",13,0.27%,"4,785","1,172,370.00","5,610,920,658.00","7,478,282",多支付给空,"1,710"
NYAuTN06,374.80,375.45,373.65,374.40,1.10,0.29%,374.75,6.60,"2,473,340.00","28,216",,
NYAuTN12,379.50,379.50,377.55,378.60,0.30,0.08%,378.90,2.80,"1,060,940.00","4,104",,
PGC30g,378.20,378.20,378.20,378.20,0.64,0.17%,378.20,0.06,"22,692.00",-,,
