合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,424.50,424.50,410.51,414.31,-10.85,-2.55%,415.12,278.00,"115,403,420.00",-,,
Au99.99,426.87,426.87,412.51,415.60,-8.28,-1.95%,416.21,"19,197.86","7,926,574,855.40",-,,
Au100g,422.60,428.23,413.02,416.50,-6.97,-1.65%,419.14,84.00,"35,207,908.00",-,,
iAu99.99,437.00,437.00,417.01,426.78,-22.04,-4.91%,426.78,0.18,"76,820.80",-,,
Au(T+D),422.61,426.70,412.12,414.78,-12.81,-3.00%,418.21,"112,908.00","47,220,259,180.00","263,248",多支付给空,"11,876"
Au(T+N1),435.90,436.00,423.00,424.95,-11.90,-2.72%,427.30,30.00,"12,819,820.00","30,414",,
Au(T+N2),428.00,434.00,416.60,420.45,-11.20,-2.59%,422.70,104.00,"43,958,830.00","151,328",,
mAu(T+D),423.50,426.88,412.36,415.18,-12.19,-2.85%,418.64,"16,940.80","7,092,149,842.00","986,988",多支付给空,"25,770"
Pt99.95,218.00,218.84,216.78,217.54,-2.66,-1.21%,217.70,388.00,"83,520,940.00",-,,
Ag(T+D),"6,123","6,293","5,972","6,050",-249,-3.95%,"6,123","43,748,616.00","267,905,363,146.00","13,202,782",多支付给空,"29,010"
NYAuTN06,446.70,449.50,436.60,438.55,-12.30,-2.73%,441.95,243.20,"107,480,610.00","22,464",,
NYAuTN12,440.10,444.25,430.30,432.85,-11.55,-2.60%,434.70,"1,412.60","614,030,290.00","106,280",,
PGC30g,432.10,432.10,418.62,420.20,-11.92,-2.76%,422.30,1.50,"633,462.00",-,,
