合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,421.50,421.50,406.99,408.79,-3.71,-0.90%,415.95,424.00,"178,582,940.00",-,,
Au99.99,411.72,422.77,411.00,416.54,4.04,0.98%,420.31,"15,858.40","6,439,860,776.20",-,,
Au100g,417.00,424.50,416.51,418.51,0.35,0.08%,420.43,68.20,"28,673,944.00",-,,
iAu99.99,429.00,429.00,427.00,427.60,-1.30,-0.30%,428.00,1.22,"522,160.00",-,,
Au(T+D),413.51,424.80,410.41,416.42,3.45,0.84%,418.32,"137,666.00","57,589,281,880.00","270,984",多支付给空,"13,166"
Au(T+N1),423.80,432.50,422.70,425.00,1.70,0.40%,427.10,34.00,"14,521,180.00","30,148",,
Au(T+N2),417.50,428.00,417.50,421.15,3.65,0.87%,422.60,27.20,"11,494,890.00","149,234",,
mAu(T+D),413.76,424.80,410.41,416.18,3.17,0.77%,418.37,"16,956.00","7,093,940,994.00","994,480",多支付给空,"47,760"
Pt99.95,223.43,223.43,221.03,221.79,3.67,1.68%,222.30,148.00,"32,900,980.00",-,,
Ag(T+D),"6,070","6,408","5,970","6,078",152,2.56%,"6,183","52,584,484.00","325,166,420,016.00","12,830,634",多支付给空,"218,190"
沪纽金TN06,439.05,448.45,437.10,440.50,2.20,0.50%,443.30,694.20,"307,752,540.00","21,934",,
沪纽金TN12,432.30,442.95,429.95,434.80,2.75,0.64%,437.00,"1,338.20","584,789,630.00","100,840",,
熊猫金币30g,420.68,426.96,420.68,424.94,6.08,1.45%,424.55,2.64,"1,120,821.00",-,,
