合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,382.80,382.80,378.40,379.05,-2.91,-0.76%,379.89,124.00,"47,106,400.00",-,,
Au99.99,383.20,383.30,378.20,378.51,-4.17,-1.09%,379.75,"14,144.26","5,371,316,423.20",-,,
Au100g,380.82,383.28,379.70,380.03,-2.88,-0.75%,381.46,18.00,"6,866,292.00",-,,
iAu99.99,382.20,382.20,378.90,381.64,-0.57,-0.15%,381.64,1.64,"625,900.00",-,,
Au(T+D),382.80,383.50,378.20,378.65,-3.68,-0.96%,380.11,"28,136.00","10,695,053,380.00","153,618",空支付给多,"5,420"
Au(T+N1),384.00,385.90,383.20,383.30,-2.70,-0.70%,384.35,5.00,"1,921,840.00",766,,
Au(T+N2),382.15,382.15,379.00,379.95,-2.10,-0.55%,381.40,15.40,"5,873,310.00","91,904",,
mAu(T+D),382.70,383.60,378.30,378.80,-3.58,-0.94%,380.20,"4,422.00","1,681,272,284.00","630,354",多支付给空,"24,054"
Pt99.95,223.00,223.00,220.50,221.77,-3.78,-1.68%,221.25,346.00,"76,554,200.00",-,,
Ag(T+D),"5,060","5,104","5,023","5,052",-24,-0.47%,"5,058","3,128,848.00","15,827,604,906.00","6,398,996",多支付给空,"80,670"
NYAuTN06,388.05,388.50,383.10,383.25,-4.10,-1.06%,384.85,30.00,"11,546,250.00","27,882",,
NYAuTN12,383.25,383.85,378.50,378.65,-3.90,-1.02%,380.30,19.60,"7,454,170.00","20,790",,
PGC30g,386.00,386.00,383.00,384.50,-3.81,-0.98%,384.50,0.24,"92,280.00",-,,
