合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,374.40,374.40,374.40,374.40,1.34,0.36%,374.40,2.00,"748,800.00",-,,
Au99.99,373.40,375.10,373.00,374.87,1.76,0.47%,374.85,"13,134.98","4,962,947,331.60",-,,
Au100g,372.12,376.00,372.12,375.03,0.66,0.18%,374.45,6.00,"2,246,724.00",-,,
iAu99.99,372.93,374.60,372.93,374.53,1.60,0.43%,374.38,682.60,"255,554,417.20",-,,
Au(T+D),372.92,375.03,372.76,374.70,1.82,0.49%,374.46,"11,882.00","4,449,339,980.00","131,956",多支付给空,"5,348"
Au(T+N1),375.90,376.85,374.70,376.20,1.75,0.47%,376.10,46.40,"17,450,430.00","60,862",,
Au(T+N2),376.55,379.40,376.55,377.95,1.10,0.29%,378.10,16.20,"6,125,050.00","63,326",,
mAu(T+D),372.80,375.10,372.80,374.79,1.73,0.46%,374.70,"8,551.60","3,204,317,732.00","727,772",空支付给多,"48,946"
Pt99.95,215.22,220.37,215.22,220.28,3.52,1.62%,218.41,54.00,"11,794,280.00",-,,
Ag99.99,"4,818","4,818","4,818","4,818",75,1.58%,"4,818",90.00,"433,620.00",6,,
Ag(T+D),"4,730","4,808","4,719","4,782",43,0.91%,"4,776","1,492,660.00","7,129,342,660.00","6,475,498",空支付给多,"189,060"
NYAuTN06,375.00,376.65,375.00,376.20,1.60,0.43%,376.10,31.00,"11,659,510.00","27,748",,
NYAuTN12,379.05,380.85,379.05,380.70,1.60,0.42%,380.55,402.80,"153,291,670.00","22,194",,
PGC30g,380.10,380.10,380.10,380.10,1.40,0.37%,380.10,0.12,"45,612.00",-,,
