合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,385.30,386.39,385.30,386.04,1.89,0.49%,385.95,320.00,"123,504,800.00",-,,
Au99.99,385.48,386.88,383.20,386.76,1.79,0.47%,385.91,"11,809.32","4,554,256,678.40",-,,
Au100g,386.00,387.50,385.00,387.30,1.68,0.44%,386.41,27.60,"10,665,112.00",-,,
iAu99.99,384.02,386.00,384.02,385.19,0.90,0.23%,384.78,"1,652.00","635,668,120.40",-,,
Au(T+D),384.80,386.40,382.61,386.06,1.46,0.38%,384.98,"21,888.00","8,426,619,800.00","162,142",空支付给多,"7,196"
Au(T+N1),386.00,389.00,386.00,388.95,2.30,0.59%,388.30,5.40,"2,096,790.00","158,372",,
Au(T+N2),389.70,391.90,389.70,391.25,0.45,0.12%,390.65,13.00,"5,078,340.00","43,822",,
mAu(T+D),385.50,386.58,382.90,386.40,1.58,0.41%,385.33,"4,063.80","1,565,908,354.00","590,682",多支付给空,"29,224"
Pt99.95,234.34,237.54,233.39,237.30,-0.23,-0.10%,236.17,200.00,"47,235,380.00",-,,
Ag(T+D),"5,242","5,289","5,181","5,282",66,1.27%,"5,240","9,674,346.00","50,694,075,346.00","10,484,132",多支付给空,"65,160"
NYAuTN06,387.60,389.00,385.90,388.80,1.30,0.34%,387.90,36.60,"14,197,850.00","40,130",,
NYAuTN12,392.85,394.50,391.65,394.10,0.90,0.23%,393.30,20.80,"8,180,960.00","10,808",,
PGC30g,389.82,389.82,389.82,389.82,0.11,0.03%,389.82,0.12,"46,778.40",-,,
