合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,396.30,398.00,396.30,397.47,5.06,1.29%,397.34,426.00,"169,267,700.00",-,,
Au99.99,397.48,399.50,396.00,398.09,8.09,2.07%,397.97,"22,727.38","9,007,511,166.00",-,,
Au100g,398.00,399.59,397.01,398.88,4.42,1.12%,398.40,30.60,"12,191,040.00",-,,
Au(T+D),396.30,397.80,395.88,397.53,5.35,1.36%,397.12,"35,982.00","14,289,202,260.00","192,172",多支付给空,"17,264"
Au(T+N1),399.00,403.00,399.00,401.75,5.75,1.45%,401.55,10.80,"4,336,800.00","82,644",,
Au(T+N2),403.65,406.95,403.65,405.30,3.50,0.87%,405.30,0.40,"162,120.00","3,720",,
mAu(T+D),395.95,398.70,395.95,397.90,5.53,1.41%,397.74,"10,102.40","4,018,171,502.00","517,276",多支付给空,"65,098"
Pt99.95,234.79,236.30,234.79,236.00,3.42,1.47%,235.87,334.00,"75,804,320.00",-,,
Ag(T+D),"5,610","5,692","5,610","5,649",130,2.36%,"5,650","7,323,420.00","41,380,036,034.00","11,101,702",多支付给空,"68,550"
NYAuTN06,405.00,405.45,404.00,405.10,5.05,1.26%,404.80,543.80,"220,142,130.00","55,550",,
NYAuTN12,409.75,410.20,408.90,409.55,4.10,1.01%,409.60,22.40,"9,175,530.00","5,096",,
PGC30g,403.13,403.13,403.13,403.13,5.18,1.30%,403.13,0.12,"48,375.60",-,,
