合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,391.49,394.00,391.49,392.74,-9.02,-2.25%,392.74,4.00,"1,570,980.00",-,,
Au99.99,400.00,400.19,392.00,393.70,-6.99,-1.74%,395.32,"15,125.88","5,860,452,748.40",-,,
Au100g,400.00,400.00,393.16,394.36,-8.58,-2.13%,397.18,16.80,"6,672,680.00",-,,
iAu99.99,402.00,402.00,393.00,397.00,-6.79,-1.68%,396.96,"1,265.40","502,322,862.00",-,,
Au(T+D),399.92,400.30,392.30,393.63,-8.21,-2.04%,396.02,"30,826.00","12,207,915,580.00","182,772",多支付给空,"7,112"
Au(T+N1),402.40,402.40,393.10,396.35,-6.45,-1.60%,397.95,55.60,"22,126,310.00","69,102",,
Au(T+N2),406.00,406.00,399.00,400.50,-5.80,-1.43%,400.60,145.00,"58,085,890.00","72,654",,
mAu(T+D),400.10,400.50,392.50,394.17,-7.77,-1.93%,396.69,"4,994.60","1,981,351,934.00","657,004",多支付给空,"26,482"
Pt99.95,223.50,223.50,219.31,219.75,-7.04,-3.10%,220.67,"1,798.00","396,996,320.00",-,,
Ag(T+D),"5,015","5,051","4,963","4,978",-121,-2.37%,"4,999","3,229,028.00","16,144,448,838.00","6,661,528",空支付给多,"422,220"
NYAuTN06,401.55,402.45,395.90,397.15,-6.65,-1.65%,399.40,305.20,"121,905,660.00","30,840",,
NYAuTN12,406.50,407.15,400.65,402.30,-5.70,-1.40%,403.50,986.80,"398,161,850.00","66,630",,
PGC30g,402.83,402.84,402.74,402.80,-2.47,-0.61%,402.80,0.18,"72,504.60",-,,
