合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,376.50,376.50,376.20,376.46,2.55,0.68%,376.41,802.00,"301,725,600.00",-,,
Au99.99,373.79,377.00,373.79,376.44,2.78,0.74%,376.40,"11,870.70","4,466,934,150.80",-,,
Au100g,373.67,377.44,373.67,376.85,3.18,0.85%,376.32,40.80,"15,354,180.00",-,,
iAu99.99,376.10,376.20,375.60,376.10,2.91,0.78%,375.97,664.00,"249,647,400.00",-,,
Au(T+D),374.53,377.20,374.10,376.15,2.90,0.78%,376.29,"28,366.00","10,673,938,380.00","146,844",空支付给多,"9,016"
Au(T+N1),379.50,380.95,379.00,380.15,2.40,0.64%,380.00,3.40,"1,292,020.00",700,,
Au(T+N2),376.95,378.00,375.50,377.20,2.30,0.61%,377.65,26.80,"10,120,740.00","88,962",,
mAu(T+D),374.65,377.28,374.21,376.45,3.28,0.88%,376.40,"6,657.20","2,505,773,508.00","545,038",多支付给空,"21,062"
Pt99.95,220.75,221.40,220.18,220.38,0.15,0.07%,220.78,366.00,"80,809,100.00",-,,
Ag(T+D),"5,010","5,066","5,003","5,049",98,1.98%,"5,040","3,456,240.00","17,422,828,230.00","7,137,676",多支付给空,"71,820"
NYAuTN06,380.10,382.80,380.10,382.45,3.55,0.94%,382.15,127.80,"48,838,800.00","17,324",,
NYAuTN12,376.70,379.00,376.70,378.60,3.50,0.93%,378.25,92.60,"35,028,360.00","34,870",,
PGC30g,383.48,383.48,381.04,381.51,1.57,0.41%,382.41,1.38,"527,734.20",-,,
