合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,380.00,380.00,377.00,378.80,-3.24,-0.85%,377.57,570.00,"215,217,800.00",-,,
Au99.99,382.00,383.69,377.30,379.50,-2.86,-0.75%,379.38,"11,992.38","4,455,208,379.40",-,,
Au100g,382.63,385.99,379.00,380.96,-2.46,-0.64%,381.12,40.00,"15,244,906.00",-,,
Au(T+D),381.58,382.86,377.15,379.49,-2.91,-0.76%,379.45,"34,108.00","12,942,316,460.00","166,540",多支付给空,"5,786"
Au(T+N1),384.15,384.15,380.10,381.70,-4.05,-1.05%,382.35,9.40,"3,594,180.00","142,442",,
Au(T+N2),388.00,390.30,383.10,384.75,-4.50,-1.16%,386.10,15.20,"5,869,010.00","63,916",,
mAu(T+D),382.69,383.15,377.40,378.76,-3.89,-1.02%,379.79,"5,329.00","2,023,929,092.00","600,310",多支付给空,"40,904"
Pt99.95,238.00,238.00,233.44,235.62,-0.87,-0.37%,235.15,206.00,"48,441,000.00",-,,
Ag99.99,"5,430","5,430","5,430","5,430",-82,-1.49%,"5,430",60.00,"325,800.00",4,,
Ag(T+D),"5,481","5,550","5,361","5,423",-117,-2.11%,"5,460","10,755,918.00","58,732,901,374.00","9,398,614",多支付给空,"269,730"
NYAuTN06,384.15,385.00,379.95,381.90,-3.10,-0.81%,381.85,121.00,"46,206,500.00","40,326",,
NYAuTN12,389.85,389.85,385.20,387.15,-2.75,-0.71%,387.20,75.20,"29,117,440.00","14,682",,
PGC30g,386.00,386.00,383.00,383.16,-5.12,-1.32%,383.85,1.02,"391,528.80",-,,
