合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,396.00,398.72,395.50,397.94,-2.27,-0.57%,396.13,254.00,"100,617,480.00",-,,
Au99.99,401.00,401.73,394.02,398.49,-2.24,-0.56%,396.88,"12,192.20","4,799,559,283.80",-,,
Au100g,401.78,401.78,395.00,398.89,-2.64,-0.66%,397.69,34.40,"13,680,630.00",-,,
iAu99.99,397.00,398.00,397.00,397.76,-4.84,-1.20%,397.72,3.26,"1,296,576.00",-,,
Au(T+D),400.66,400.84,393.38,397.53,-3.43,-0.86%,397.02,"60,588.00","24,054,947,400.00","183,276",多支付给空,"21,876"
Au(T+N1),402.60,402.60,396.55,398.60,-5.70,-1.41%,400.80,5.40,"2,164,460.00","82,672",多支付给空,"8,000"
Au(T+N2),406.70,406.70,402.00,404.80,-2.65,-0.65%,404.40,213.60,"86,380,420.00","5,796",,
mAu(T+D),400.60,401.25,393.65,398.05,-3.19,-0.80%,396.85,"9,799.20","3,888,841,152.00","574,116",空支付给多,"25,758"
Pt99.95,235.85,238.00,233.31,237.07,1.31,0.56%,235.45,270.00,"63,572,440.00",-,,
Ag(T+D),"5,713","5,713","5,522","5,646",-34,-0.60%,"5,618","17,695,594.00","99,418,645,598.00","11,158,966",多支付给空,"25,590"
NYAuTN06,407.70,407.70,399.15,402.35,-5.40,-1.32%,401.85,452.40,"181,802,690.00","50,928",,
NYAuTN12,412.65,412.65,405.00,408.30,-4.75,-1.15%,408.80,87.60,"35,809,370.00","6,692",,
PGC30g,401.20,401.20,401.20,401.20,-4.54,-1.12%,401.20,0.06,"24,072.00",-,,
