合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,371.50,372.10,371.10,371.77,4.76,1.30%,371.92,904.00,"336,052,540.00",-,,
Au99.99,372.00,372.75,371.00,372.23,4.50,1.22%,372.01,"23,080.26","8,768,632,756.40",-,,
Au100g,372.00,375.20,372.00,372.43,2.84,0.77%,372.63,28.60,"10,657,322.00",-,,
iAu99.99,371.00,371.00,369.75,370.30,3.64,0.99%,370.55,"4,796.24","1,776,025,304.00",-,,
Au(T+D),370.20,372.30,370.20,371.54,4.91,1.34%,371.58,"14,566.00","5,412,450,320.00","137,192",多支付给空,"8,662"
Au(T+N1),373.85,377.65,373.85,375.70,5.10,1.38%,375.70,2.80,"1,052,040.00",696,,
Au(T+N2),370.80,372.20,370.80,371.60,1.45,0.39%,371.60,2.20,"817,480.00","89,410",,
mAu(T+D),369.65,372.51,369.65,371.91,4.86,1.32%,371.85,"7,419.00","2,758,789,190.00","622,898",空支付给多,"28,978"
Pt99.95,208.51,209.23,208.51,208.89,4.89,2.40%,208.71,166.00,"36,117,160.00",-,,
Ag(T+D),"4,780","4,886","4,775","4,853",-12,-0.25%,"4,848","1,651,112.00","8,005,431,950.00","6,864,768",多支付给空,"156,900"
NYAuTN06,377.10,377.45,376.95,377.05,4.60,1.24%,377.10,3.20,"1,206,780.00","21,708",,
NYAuTN12,375.00,375.00,372.05,372.60,5.45,1.48%,372.65,10.80,"4,024,550.00","33,880",,
PGC30g,378.08,378.08,377.65,377.87,4.65,1.25%,377.87,0.18,"68,017.80",-,,
