合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,369.10,373.40,369.10,371.25,-4.58,-1.22%,371.25,8.00,"2,970,000.00",-,,
Au99.99,375.99,376.00,373.70,373.84,-1.86,-0.50%,374.26,"13,346.94","4,995,186,882.80",-,,
Au100g,375.20,376.50,374.50,374.51,-1.49,-0.40%,375.11,21.80,"8,177,530.00",-,,
iAu99.99,374.50,375.50,373.20,373.84,-1.76,-0.47%,373.89,276.98,"103,560,661.20",-,,
Au(T+D),375.86,376.73,373.38,373.88,-1.86,-0.50%,374.64,"12,378.00","4,637,306,200.00","134,054",空支付给多,"6,766"
Au(T+N1),377.90,377.90,374.15,375.05,-1.30,-0.35%,375.45,20.20,"7,584,170.00","61,036",,
Au(T+N2),378.20,380.00,377.20,378.30,-1.50,-0.39%,378.25,76.40,"28,899,830.00","66,336",,
mAu(T+D),375.38,376.70,373.66,374.03,-1.72,-0.46%,374.39,"7,511.00","2,812,081,544.00","714,624",多支付给空,"86,598"
Pt99.95,218.50,218.50,217.30,217.51,-3.08,-1.40%,217.92,152.00,"33,124,120.00",-,,
Ag(T+D),"4,796","4,873","4,708","4,721",-62,-1.30%,"4,784","2,903,410.00","13,891,530,192.00","6,334,540",空支付给多,"31,680"
NYAuTN06,376.50,378.15,375.45,375.60,-1.85,-0.49%,376.15,50.40,"18,959,060.00","27,664",,
NYAuTN12,380.85,382.20,379.00,379.25,-2.40,-0.63%,379.80,300.20,"114,017,290.00","32,108",,
PGC30g,379.14,379.14,379.13,379.13,-1.89,-0.50%,379.13,0.12,"45,496.20",-,,
