合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,417.50,419.80,417.00,418.78,9.99,2.44%,418.23,108.00,"45,169,600.00",-,,
Au99.99,416.54,421.50,415.70,420.70,4.16,1.00%,418.87,"9,808.94","4,062,201,102.40",-,,
Au100g,419.03,421.85,416.02,420.64,2.13,0.51%,419.10,64.20,"26,906,438.00",-,,
iAu99.99,433.00,433.00,429.00,430.87,3.27,0.76%,430.87,0.18,"77,558.00",-,,
Au(T+D),417.10,421.49,415.03,420.41,2.09,0.50%,418.39,"80,310.00","33,601,083,320.00","265,806",多支付给空,"12,420"
Au(T+N1),425.00,431.30,425.00,429.60,2.50,0.59%,428.30,14.00,"5,996,440.00","30,198",,
Au(T+N2),423.20,425.00,420.00,422.25,-0.35,-0.08%,422.30,53.20,"22,466,650.00","149,482",,
mAu(T+D),417.00,421.60,415.27,420.35,1.98,0.47%,418.25,"10,991.40","4,597,165,294.00","980,330",多支付给空,"47,758"
Pt99.95,221.40,222.83,221.34,221.67,-0.12,-0.05%,221.67,28.00,"6,206,800.00",-,,
Ag(T+D),"6,116","6,245","5,900","6,148",-35,-0.57%,"6,087","41,247,790.00","251,104,950,070.00","12,619,652",多支付给空,"83,730"
NYAuTN06,442.05,444.40,438.50,443.40,0.10,0.02%,441.95,155.80,"68,854,860.00","21,960",,
NYAuTN12,435.75,438.85,433.00,438.20,1.20,0.27%,436.15,310.40,"135,383,480.00","100,578",,
PGC30g,423.60,426.00,423.20,424.92,-0.02,0.00%,424.22,0.66,"279,988.80",-,,
