合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,390.10,390.50,390.10,390.45,0.78,0.20%,390.39,126.00,"49,190,000.00",-,,
Au99.99,393.10,393.10,389.00,390.50,0.91,0.23%,390.31,"12,884.00","4,929,945,217.00",-,,
Au100g,390.00,391.47,388.90,391.06,0.74,0.19%,390.34,24.60,"9,602,592.00",-,,
iAu99.99,392.50,393.05,392.50,392.51,2.47,0.63%,392.50,112.74,"44,250,770.00",-,,
iAu100g,310.00,310.00,310.00,310.00,-33.00,-9.62%,310.00,4.20,"1,302,000.00",-,,
Au(T+D),390.38,391.15,388.25,390.24,1.42,0.37%,389.97,"69,004.00","26,910,127,800.00","231,548",空支付给多,"12,430"
Au(T+N1),394.75,395.20,393.00,395.00,6.80,1.75%,394.90,359.20,"141,843,110.00","22,384",,
Au(T+N2),392.65,393.15,391.00,393.10,3.00,0.77%,392.50,48.00,"18,840,970.00","138,234",多支付给空,600
mAu(T+D),390.45,391.11,388.44,390.60,1.90,0.49%,390.06,"8,836.00","3,446,638,396.00","863,588",多支付给空,"31,120"
Pt99.95,193.00,196.45,193.00,195.62,-1.28,-0.65%,195.29,114.00,"22,263,500.00",-,,
Ag(T+D),"4,173","4,224","4,153","4,204",60,1.45%,"4,192","14,408,070.00","60,412,351,758.00","13,489,782",多支付给空,"67,470"
NYAuTN06,396.95,399.00,396.00,398.30,1.85,0.47%,397.75,152.80,"60,778,680.00","2,818",,
NYAuTN12,396.30,397.30,394.10,397.05,1.75,0.44%,396.25,699.60,"277,226,550.00","78,340",,
PGC30g,395.90,395.90,395.41,395.71,1.44,0.37%,395.78,1.14,"451,192.20",-,,
