id,version_date,item,open,high,low,close,up_or_down,mapping,refresh_date
501,2017-09-15,Au(T+D),279.85,281.15,278.8,280.28,0.68,1.0,2021-12-30 16:57:58
513,2017-09-18,Au(T+D),279.6,280.35,278.38,278.67,-1.7,-1.0,2021-12-30 16:57:58
523,2017-09-19,Au(T+D),278.51,278.79,277.51,278.35,-0.91,-1.0,2021-12-30 16:57:58
533,2017-08-23,Au(T+D),276.7,277.9,276.04,276.87,-0.39,-1.0,2021-12-30 16:57:58
544,2017-08-24,Au(T+D),277.5,277.6,276.84,276.95,0.15,1.0,2021-12-30 16:57:58
554,2017-08-25,Au(T+D),276.74,277.5,276.53,276.9,-0.26,-1.0,2021-12-30 16:57:58
562,2017-08-28,Au(T+D),277.08,278.26,274.63,278.14,1.27,1.0,2021-12-30 16:57:58
572,2017-08-29,Au(T+D),278.17,281.45,277.61,281.16,4.04,1.0,2021-12-30 16:57:58
582,2017-08-30,Au(T+D),281.32,281.99,278.0,278.12,-2.18,-1.0,2021-12-30 16:57:58
592,2017-08-31,Au(T+D),278.3,279.08,277.29,278.0,-1.73,-1.0,2021-12-30 16:57:58
602,2017-09-01,Au(T+D),278.1,280.3,278.05,279.62,1.63,1.0,2021-12-30 16:57:58
614,2017-09-04,Au(T+D),279.8,282.19,279.2,281.99,2.33,1.0,2021-12-30 16:57:58
625,2017-09-05,Au(T+D),281.2,281.85,280.9,281.32,0.26,1.0,2021-12-30 16:57:58
636,2017-08-09,Au(T+D),273.6,274.09,271.6,273.93,0.94,1.0,2021-12-30 16:57:58
646,2017-08-10,Au(T+D),274.24,275.8,274.23,275.4,2.12,1.0,2021-12-30 16:57:58
657,2017-08-11,Au(T+D),275.93,277.25,275.83,276.83,1.65,1.0,2021-12-30 16:57:58
665,2017-08-14,Au(T+D),277.15,277.78,275.81,276.61,-0.05,-1.0,2021-12-30 16:57:58
676,2017-08-15,Au(T+D),275.95,276.75,274.42,274.75,-2.07,-1.0,2021-12-30 16:57:58
687,2017-08-16,Au(T+D),274.5,274.96,273.65,274.35,-0.9,-1.0,2021-12-30 16:57:58
697,2017-08-17,Au(T+D),274.4,277.45,273.9,277.16,2.76,1.0,2021-12-30 16:57:58
707,2017-08-18,Au(T+D),276.71,278.6,276.16,278.49,2.13,1.0,2021-12-30 16:57:58
719,2017-08-21,Au(T+D),278.72,279.71,276.25,277.33,-0.03,-1.0,2021-12-30 16:57:58
731,2017-08-22,Au(T+D),277.38,278.25,276.23,276.49,-1.23,-1.0,2021-12-30 16:57:58
742,2017-07-26,Au(T+D),272.94,273.73,271.56,271.95,-1.98,-1.0,2021-12-30 16:57:58
752,2017-07-27,Au(T+D),272.01,275.29,271.65,274.78,2.31,1.0,2021-12-30 16:57:58
760,2017-07-28,Au(T+D),274.85,275.34,273.9,274.27,0.08,1.0,2021-12-30 16:57:58
772,2017-07-31,Au(T+D),274.39,276.0,274.39,275.14,0.53,1.0,2021-12-30 16:57:58
782,2017-08-01,Au(T+D),275.6,275.74,275.02,275.25,-0.21,-1.0,2021-12-30 16:57:58
795,2017-08-02,Au(T+D),274.96,276.05,274.4,274.85,-0.51,-1.0,2021-12-30 16:57:58
803,2017-08-03,Au(T+D),274.97,275.74,273.52,273.6,-1.65,-1.0,2021-12-30 16:57:58
814,2017-08-04,Au(T+D),274.73,275.5,274.4,275.47,0.83,1.0,2021-12-30 16:57:58
828,2017-08-07,Au(T+D),275.3,275.55,272.81,273.11,-1.9,-1.0,2021-12-30 16:57:58
838,2017-08-08,Au(T+D),272.78,273.47,272.52,272.95,-0.71,-1.0,2021-12-30 16:57:58
848,2017-07-12,Au(T+D),267.0,268.9,266.66,268.5,1.41,1.0,2021-12-30 16:57:58
858,2017-07-13,Au(T+D),268.5,269.74,267.58,268.81,0.69,1.0,2021-12-30 16:57:58
869,2017-07-14,Au(T+D),268.64,269.0,267.32,267.5,-1.43,-1.0,2021-12-30 16:57:58
877,2017-07-17,Au(T+D),268.49,270.49,268.2,270.24,2.37,1.0,2021-12-30 16:57:58
887,2017-07-18,Au(T+D),271.05,271.4,270.46,270.79,0.86,1.0,2021-12-30 16:57:58
898,2017-07-19,Au(T+D),270.93,271.8,270.89,271.38,0.33,1.0,2021-12-30 16:57:58
908,2017-07-20,Au(T+D),271.59,271.88,271.1,271.31,-0.06,-1.0,2021-12-30 16:57:58
919,2017-07-21,Au(T+D),271.0,273.14,270.85,273.02,1.61,1.0,2021-12-30 16:57:58
932,2017-07-24,Au(T+D),273.6,274.45,273.3,273.69,1.47,1.0,2021-12-30 16:57:58
943,2017-07-25,Au(T+D),274.2,274.5,273.42,273.89,-0.03,-1.0,2021-12-30 16:57:58
951,2017-06-28,Au(T+D),276.19,276.46,275.46,275.75,0.01,1.0,2021-12-30 16:57:58
962,2017-06-29,Au(T+D),276.39,276.7,274.76,274.87,-1.14,-1.0,2021-12-30 16:57:58
972,2017-06-30,Au(T+D),274.06,274.46,272.75,272.81,-2.83,-1.0,2021-12-30 16:57:58
982,2017-07-03,Au(T+D),273.5,279.0,271.13,271.57,-1.85,-1.0,2021-12-30 16:57:58
994,2017-07-04,Au(T+D),271.16,271.38,268.9,269.96,-2.24,-1.0,2021-12-30 16:57:58
1005,2017-07-05,Au(T+D),269.84,270.6,269.37,269.9,0.09,1.0,2021-12-30 16:57:58
1015,2017-07-06,Au(T+D),269.2,270.47,268.58,269.93,-0.11,-1.0,2021-12-30 16:57:58
1027,2017-07-07,Au(T+D),269.7,270.73,269.0,269.52,-0.15,-1.0,2021-12-30 16:57:58
1038,2017-07-10,Au(T+D),269.97,270.57,265.51,265.67,-4.04,-1.0,2021-12-30 16:57:58
1049,2017-07-11,Au(T+D),267.05,267.97,266.32,267.24,-0.42,-1.0,2021-12-30 16:57:58
1057,2021-07-22,Au(T+D),375.22,375.99,374.2,374.96,-2.86,-1.0,2021-12-30 16:57:58
1070,2021-07-23,Au(T+D),373.89,376.5,373.65,376.4,1.63,1.0,2021-12-30 16:57:58
1083,2021-07-26,Au(T+D),374.6,377.68,374.0,377.37,1.74,1.0,2021-12-30 16:57:58
1096,2021-07-27,Au(T+D),377.1,377.22,374.05,375.66,-0.59,-1.0,2021-12-30 16:57:58
1109,2021-07-28,Au(T+D),375.9,378.73,375.75,377.86,2.79,1.0,2021-12-30 16:57:58
1122,2021-07-29,Au(T+D),376.5,379.9,375.7,378.74,1.1,1.0,2021-12-30 16:57:58
1136,2021-07-30,Au(T+D),379.94,381.16,379.2,380.64,2.46,1.0,2021-12-30 16:57:58
1150,2021-08-02,Au(T+D),380.04,380.49,376.0,376.08,-4.15,-1.0,2021-12-30 16:57:58
1165,2021-08-03,Au(T+D),376.4,378.39,375.88,376.46,-0.99,-1.0,2021-12-30 16:57:58
1178,2021-08-04,Au(T+D),376.85,377.52,376.06,377.07,0.21,1.0,2021-12-30 16:57:58
1191,2017-06-14,Au(T+D),278.2,279.5,277.56,279.15,0.7,1.0,2021-12-30 16:57:58
1202,2017-06-15,Au(T+D),278.81,281.93,277.2,277.35,-1.31,-1.0,2021-12-30 16:57:58
1213,2017-06-16,Au(T+D),276.5,277.0,275.88,276.83,-2.31,-1.0,2021-12-30 16:57:58
1224,2017-06-19,Au(T+D),276.75,277.25,276.0,276.1,-0.36,-1.0,2021-12-30 16:57:58
1234,2017-06-20,Au(T+D),276.1,276.59,275.18,275.82,-0.59,-1.0,2021-12-30 16:57:58
1244,2017-06-21,Au(T+D),275.34,275.99,274.8,275.62,-0.06,-1.0,2021-12-30 16:57:58
1254,2017-06-22,Au(T+D),275.48,277.58,274.81,277.19,1.71,1.0,2021-12-30 16:57:58
1266,2017-06-23,Au(T+D),276.87,277.88,276.65,277.52,0.78,1.0,2021-12-30 16:57:58
1274,2017-06-26,Au(T+D),278.57,278.58,277.8,277.8,0.34,1.0,2021-12-30 16:57:58
1285,2017-06-27,Au(T+D),275.49,276.6,274.61,276.4,-1.71,-1.0,2021-12-30 16:57:58
1295,2017-05-31,Au(T+D),280.0,280.09,278.75,278.95,-0.65,-1.0,2021-12-30 16:57:58
1306,2017-06-01,Au(T+D),279.0,279.9,278.58,278.88,-0.29,-1.0,2021-12-30 16:57:58
1316,2017-06-02,Au(T+D),278.6,278.99,277.75,277.96,-1.09,-1.0,2021-12-30 16:57:58
1326,2017-06-05,Au(T+D),278.0,282.04,277.7,281.64,3.58,1.0,2021-12-30 16:57:58
1336,2017-06-06,Au(T+D),281.8,283.48,281.25,283.27,2.86,1.0,2021-12-30 16:57:58
1347,2017-06-07,Au(T+D),283.8,284.18,283.26,283.8,1.34,1.0,2021-12-30 16:57:58
1358,2017-06-08,Au(T+D),283.35,283.85,282.52,282.75,-0.94,-1.0,2021-12-30 16:57:58
1370,2017-06-09,Au(T+D),282.22,282.59,279.6,279.91,-3.19,-1.0,2021-12-30 16:57:58
1381,2017-06-12,Au(T+D),280.0,280.07,278.52,278.66,-2.18,-1.0,2021-12-30 16:57:58
1392,2017-06-13,Au(T+D),278.8,279.1,277.95,278.29,-0.62,-1.0,2021-12-30 16:57:58
1403,2017-05-15,Au(T+D),275.1,275.98,274.6,275.92,1.42,1.0,2021-12-30 16:57:58
1414,2017-05-16,Au(T+D),276.01,277.08,276.0,276.49,1.15,1.0,2021-12-30 16:57:58
1424,2017-05-17,Au(T+D),276.7,277.71,276.18,277.54,1.02,1.0,2021-12-30 16:57:58
1434,2017-05-18,Au(T+D),278.16,281.1,278.16,279.99,2.75,1.0,2021-12-30 16:57:58
1444,2017-05-19,Au(T+D),280.3,281.02,278.5,279.14,-0.7,-1.0,2021-12-30 16:57:58
1454,2017-05-22,Au(T+D),279.65,280.14,278.88,279.95,0.33,1.0,2021-12-30 16:57:58
1464,2017-05-23,Au(T+D),280.22,281.5,279.95,281.2,1.62,1.0,2021-12-30 16:57:58
1474,2017-05-24,Au(T+D),280.93,281.58,278.32,278.49,-2.44,-1.0,2021-12-30 16:57:58
1484,2017-05-25,Au(T+D),278.87,280.39,278.4,279.96,0.24,1.0,2021-12-30 16:57:58
1494,2017-05-26,Au(T+D),282.5,282.5,278.77,280.31,0.69,1.0,2021-12-30 16:57:58
1505,2017-04-28,Au(T+D),282.31,283.2,282.15,283.18,0.72,1.0,2021-12-30 16:57:58
1515,2017-05-02,Au(T+D),281.35,281.65,280.66,280.83,-1.79,-1.0,2021-12-30 16:57:58
1525,2017-05-03,Au（T+D),280.75,280.75,279.86,280.08,-1.02,-1.0,2021-12-30 16:57:58
1536,2017-05-04,Au(T+D),279.95,280.18,275.3,276.03,-4.16,-1.0,2021-12-30 16:57:58
1547,2017-05-05,Au(T+D),275.66,276.4,273.8,275.64,-2.18,-1.0,2021-12-30 16:57:58
1558,2017-05-08,Au(T+D),275.75,276.15,274.5,275.32,0.34,1.0,2021-12-30 16:57:58
1568,2017-05-09,Au(T+D),275.53,276.09,274.3,274.83,-0.49,-1.0,2021-12-30 16:57:58
1579,2017-05-10,Au(T+D),274.29,274.59,272.52,273.53,-1.64,-1.0,2021-12-30 16:57:58
1589,2017-05-11,Au(T+D),273.96,274.28,273.2,274.01,0.43,1.0,2021-12-30 16:57:58
1601,2017-05-12,Au(T+D),274.44,275.25,273.65,275.07,1.27,1.0,2021-12-30 16:57:58
1612,2017-04-14,Au(T+D),286.8,286.89,285.9,286.71,0.88,1.0,2021-12-30 16:57:58
1623,2017-04-17,Au(T+D),286.52,288.67,286.3,286.77,0.26,1.0,2021-12-30 16:57:58
1633,2017-04-18,Au(T+D),286.5,287.04,285.53,285.88,-1.47,-1.0,2021-12-30 16:57:58
1643,2017-04-19,Au(T+D),286.0,286.79,284.7,285.69,-0.4,-1.0,2021-12-30 16:57:58
1654,2017-04-20,Au(T+D),285.12,286.08,284.55,285.4,-0.38,-1.0,2021-12-30 16:57:58
1664,2017-04-21,Au(T+D),285.36,285.75,284.8,285.25,-0.09,-1.0,2021-12-30 16:57:58
1674,2017-04-24,Au(T+D),285.75,287.1,283.03,283.46,-1.76,-1.0,2021-12-30 16:57:58
1684,2017-04-25,Au(T+D),283.15,283.74,282.43,283.29,-1.77,-1.0,2021-12-30 16:57:58
1694,2017-04-26,Au(T+D),282.8,283.18,281.88,282.16,-1.01,-1.0,2021-12-30 16:57:58
1705,2017-04-27,Au(T+D),282.4,282.99,281.86,282.51,0.12,1.0,2021-12-30 16:57:58
1715,2017-03-29,Au(T+D),280.9,281.03,279.2,279.63,-0.97,-1.0,2021-12-30 16:57:58
1726,2017-03-30,Au(T+D),280.11,280.15,279.25,279.62,-0.44,-1.0,2021-12-30 16:57:58
1738,2017-03-31,Au(T+D),279.59,279.66,277.62,277.64,-2.03,-1.0,2021-12-30 16:57:58
1747,2017-04-05,Au(T+D),280.31,280.72,279.72,280.4,1.94,1.0,2021-12-30 16:57:58
1757,2017-04-06,Au(T+D),279.94,280.78,278.76,280.23,0.07,1.0,2021-12-30 16:57:58
1768,2017-04-07,Au(T+D),279.88,284.48,279.62,282.62,2.71,1.0,2021-12-30 16:57:58
1779,2017-04-10,Au(T+D),282.72,284.94,280.33,281.22,-1.16,-1.0,2021-12-30 16:57:58
1789,2017-04-11,Au(T+D),280.64,281.82,280.04,281.44,-1.13,-1.0,2021-12-30 16:57:58
1799,2017-04-12,Au(T+D),281.5,285.68,281.5,284.49,3.49,1.0,2021-12-30 16:57:58
1809,2017-04-13,Au(T+D),284.53,287.0,284.15,286.38,2.46,1.0,2021-12-30 16:57:58
1819,2017-03-15,Au(T+D),271.83,272.18,270.9,271.39,-0.28,-1.0,2021-12-30 16:57:58
1829,2017-03-16,Au(T+D),271.3,276.08,270.7,275.64,4.19,1.0,2021-12-30 16:57:58
1840,2017-03-17,Au(T+D),275.9,276.4,275.35,275.63,1.38,1.0,2021-12-30 16:57:58
1850,2017-03-20,Au(T+D),276.3,277.29,275.7,277.15,1.37,1.0,2021-12-30 16:57:58
1861,2017-03-21,Au(T+D),276.78,277.25,275.53,275.83,-0.72,-1.0,2021-12-30 16:57:58
1873,2017-03-22,Au(T+D),276.45,278.75,276.17,278.37,2.17,1.0,2021-12-30 16:57:58
1883,2017-03-23,Au(T+D),278.15,278.69,277.5,278.26,0.57,1.0,2021-12-30 16:57:58
1893,2017-03-24,Au(T+D),278.23,279.4,277.38,277.99,-0.13,-1.0,2021-12-30 16:57:58
1903,2017-03-27,Au(T+D),278.1,280.9,277.68,280.51,2.35,1.0,2021-12-30 16:57:58
1913,2017-03-28,Au(T+D),280.75,281.3,280.06,280.38,0.71,1.0,2021-12-30 16:57:58
1924,2017-03-01,Au(T+D),279.37,280.21,277.22,277.56,-2.36,-1.0,2021-12-30 16:57:58
1935,2017-03-02,Au(T+D),277.56,278.55,276.72,278.12,-0.13,-1.0,2021-12-30 16:57:58
1945,2017-03-03,Au(T+D),277.55,277.8,275.55,275.98,-1.78,-1.0,2021-12-30 16:57:58
1955,2017-03-06,Au(T+D),275.39,277.2,275.32,276.28,-0.2,-1.0,2021-12-30 16:57:58
1965,2017-03-07,Au(T+D),275.9,276.5,275.0,275.02,-1.19,-1.0,2021-12-30 16:57:58
1976,2017-03-08,Au(T+D),275.0,275.18,273.51,273.53,-2.04,-1.0,2021-12-30 16:57:58
1987,2017-03-09,Au(T+D),273.5,273.8,271.54,272.07,-2.06,-1.0,2021-12-30 16:57:58
1999,2017-03-10,Au(T+D),271.64,272.94,270.07,270.13,-2.47,-1.0,2021-12-30 16:57:58
2010,2017-03-13,Au(T+D),270.1,272.6,269.71,272.46,1.28,1.0,2021-12-30 16:57:58
2021,2017-03-14,Au(T+D),271.63,272.09,271.08,271.09,-0.22,-1.0,2021-12-30 16:57:58
2032,2017-02-15,Au(T+D),273.95,274.6,272.66,273.15,-0.46,-1.0,2021-12-30 16:57:58
2042,2017-02-16,Au(T+D),273.49,275.35,272.13,274.79,1.32,1.0,2021-12-30 16:57:58
2052,2017-02-17,Au(T+D),275.55,276.0,275.15,275.94,2.09,1.0,2021-12-30 16:57:58
2063,2017-02-20,Au(T+D),276.5,276.8,274.7,275.33,-0.25,-1.0,2021-12-30 16:57:58
2074,2017-02-21,Au(T+D),275.68,275.75,274.95,275.49,-0.05,-1.0,2021-12-30 16:57:58
2085,2017-02-22,Au(T+D),274.96,276.08,274.2,275.59,0.26,1.0,2021-12-30 16:57:58
2096,2017-02-23,Au(T+D),275.96,276.22,275.0,275.99,0.65,1.0,2021-12-30 16:57:58
2107,2017-02-24,Au(T+D),276.26,279.8,275.81,279.77,3.96,1.0,2021-12-30 16:57:58
2118,2017-02-27,Au(T+D),280.35,280.66,278.9,280.36,2.32,1.0,2021-12-30 16:57:58
2129,2017-02-28,Au(T+D),279.81,281.47,279.24,279.48,-0.63,-1.0,2021-12-30 16:57:58
2139,2017-01-25,Au(T+D),269.6,270.0,267.38,268.06,-1.94,-1.0,2021-12-30 16:57:58
2150,2017-01-26,Au(T+D),267.82,268.23,265.25,266.18,-2.37,-1.0,2021-12-30 16:57:58
2160,2017-02-03,Au(T+D),269.1,269.8,268.51,269.18,2.79,1.0,2021-12-30 16:57:58
2170,2017-02-06,Au(T+D),268.7,272.0,268.03,271.69,2.37,1.0,2021-12-30 16:57:58
2180,2017-02-07,Au(T+D),272.25,274.54,272.2,274.15,3.6,1.0,2021-12-30 16:57:58
2191,2017-02-08,Au(T+D),273.63,275.18,273.6,274.54,1.21,1.0,2021-12-30 16:57:58
2202,2017-02-09,Au(T+D),275.5,276.99,275.3,276.29,1.6,1.0,2021-12-30 16:57:58
2213,2017-02-10,Au(T+D),275.85,276.8,272.72,272.84,-3.55,-1.0,2021-12-30 16:57:58
2223,2017-02-13,Au(T+D),273.51,275.15,273.2,274.47,0.04,1.0,2021-12-30 16:57:58
2234,2017-02-14,Au(T+D),274.41,274.41,272.51,273.86,-0.37,-1.0,2021-12-30 16:57:58
2245,2021-07-08,Au(T+D),375.8,376.49,374.41,376.19,0.53,1.0,2021-12-30 16:57:58
2258,2021-07-09,Au(T+D),377.85,378.55,374.31,376.33,1.05,1.0,2021-12-30 16:57:58
2272,2021-07-12,Au(T+D),375.7,377.8,374.99,375.5,-1.32,-1.0,2021-12-30 16:57:58
2285,2021-07-13,Au(T+D),374.85,377.2,373.49,376.89,0.67,1.0,2021-12-30 16:57:58
2299,2021-07-14,Au(T+D),376.97,378.05,375.0,377.8,1.52,1.0,2021-12-30 16:57:58
2313,2021-07-15,Au(T+D),378.0,380.8,377.7,380.32,3.05,1.0,2021-12-30 16:57:58
2325,2021-07-16,Au(T+D),379.69,381.04,378.4,379.51,-0.29,-1.0,2021-12-30 16:57:58
2338,2021-07-19,Au(T+D),378.86,380.5,376.25,376.49,-3.24,-1.0,2021-12-30 16:57:58
2351,2021-07-20,Au(T+D),375.52,379.5,374.99,378.89,0.92,1.0,2021-12-30 16:57:58
2364,2021-07-21,Au(T+D),379.47,380.48,375.93,377.0,-1.09,-1.0,2021-12-30 16:57:58
2377,2017-01-11,Au(T+D),268.28,269.0,267.91,268.75,1.58,1.0,2021-12-30 16:57:58
2388,2017-01-12,Au(T+D),268.9,269.56,266.21,269.34,0.75,1.0,2021-12-30 16:57:58
2400,2017-01-13,Au(T+D),270.01,270.05,268.3,268.64,0.34,1.0,2021-12-30 16:57:58
2411,2017-01-16,Au(T+D),268.9,270.67,268.05,270.43,1.56,1.0,2021-12-30 16:57:58
2422,2017-01-17,Au(T+D),270.31,272.38,269.95,271.89,2.51,1.0,2021-12-30 16:57:58
2432,2017-01-18,Au(T+D),272.59,272.59,270.8,270.98,-0.21,-1.0,2021-12-30 16:57:58
2442,2017-01-19,Au(T+D),271.01,271.1,267.82,268.12,-3.78,-1.0,2021-12-30 16:57:58
2453,2017-01-20,Au(T+D),268.24,269.28,267.93,269.17,0.03,1.0,2021-12-30 16:57:58
2463,2017-01-23,Au(T+D),268.15,270.99,268.1,270.18,1.52,1.0,2021-12-30 16:57:58
2472,2017-01-24,Au(T+D),270.03,270.47,269.56,269.7,-0.19,-1.0,2021-12-30 16:57:58
2482,2016-12-27,Au(T+D),260.83,261.4,260.4,261.17,1.07,1.0,2021-12-30 16:57:58
2492,2016-12-28,Au(T+D),261.8,262.39,261.0,261.72,0.73,1.0,2021-12-30 16:57:58
2502,2016-12-29,Au(T+D),261.3,262.62,260.89,262.53,0.78,1.0,2021-12-30 16:57:58
2513,2016-12-30,Au(T+D),262.25,265.8,262.2,264.34,2.29,1.0,2021-12-30 16:57:58
2523,2017-01-03,Au(T+D),263.2,264.6,262.95,263.59,-0.58,-1.0,2021-12-30 16:57:58
2534,2017-01-04,Au(T+D),263.3,265.0,263.24,264.62,0.53,1.0,2021-12-30 16:57:58
2545,2017-01-05,Au(T+D),264.75,265.3,263.7,264.66,0.33,1.0,2021-12-30 16:57:58
2556,2017-01-06,Au(T+D),264.37,265.31,264.37,264.72,0.19,1.0,2021-12-30 16:57:58
2567,2017-01-09,Au(T+D),264.91,265.81,264.5,265.44,0.54,1.0,2021-12-30 16:57:58
2577,2017-01-10,Au(T+D),265.9,268.45,265.73,268.13,3.0,1.0,2021-12-30 16:57:58
2589,2016-12-13,Au(T+D),265.55,265.55,263.67,264.98,0.41,1.0,2021-12-30 16:57:58
2600,2016-12-14,Au(T+D),264.38,265.68,264.0,265.49,0.86,1.0,2021-12-30 16:57:58
2610,2016-12-15,Au(T+D),265.53,266.8,261.5,263.15,-1.79,-1.0,2021-12-30 16:57:58
2621,2016-12-16,Au(T+D),261.29,262.78,261.25,261.77,-2.02,-1.0,2021-12-30 16:57:58
2632,2016-12-19,Au(T+D),262.27,263.04,261.71,262.67,0.63,1.0,2021-12-30 16:57:58
2646,2016-12-20,Au(T+D),262.45,262.96,261.4,261.83,-0.73,-1.0,2021-12-30 16:57:58
2654,2016-12-21,Au(T+D),261.6,261.79,258.24,260.86,-1.46,-1.0,2021-12-30 16:57:58
2665,2016-12-22,Au(T+D),260.47,260.9,258.93,259.45,-0.32,-1.0,2021-12-30 16:57:58
2676,2016-12-23,Au(T+D),259.15,260.5,258.3,259.88,0.09,1.0,2021-12-30 16:57:58
2687,2016-12-26,Au(T+D),259.88,260.9,259.35,260.83,1.41,1.0,2021-12-30 16:57:58
2698,2016-11-29,Au(T+D),270.2,270.8,268.3,268.65,-1.29,-1.0,2021-12-30 16:57:58
2708,2016-11-30,Au(T+D),268.2,268.75,267.08,267.58,-2.18,-1.0,2021-12-30 16:57:58
2718,2016-12-01,Au(T+D),267.19,267.4,263.3,265.35,-2.5,-1.0,2021-12-30 16:57:58
2729,2016-12-02,Au(T+D),264.5,265.53,263.19,264.97,-0.47,-1.0,2021-12-30 16:57:58
2740,2016-12-05,Au(T+D),264.55,267.1,263.39,264.99,0.45,1.0,2021-12-30 16:57:58
